index,label,cluster
3533904,AMAZON,1
365549,AMAZON,3
2923202,AMAZON,3
2956577,AMAZON,5
2431621,AMAZON,5
3240695,AMAZON,3
2920983,AMAZON,6
2587699,AMAZON,5
3013430,AMAZON,1
1406890,AMAZON,1
2693643,AMAZON,4
2904812,AMAZON,3
2573941,AMAZON,5
176382,AMAZON,5
3040082,AMAZON,1
2550120,AMAZON,5
119246,AMAZON,1
2075541,AMAZON,3
2309657,AMAZON,1
2061497,AMAZON,5
1772111,AMAZON,3
1440478,AMAZON,3
2195113,AMAZON,1
2066554,AMAZON,5
1869697,AMAZON,1
2205033,AMAZON,5
9436,AMAZON,3
623572,AMAZON,3
2432008,AMAZON,5
2070650,AMAZON,3
624119,AMAZON,1
2065908,AMAZON,5
1773022,AMAZON,1
2437202,AMAZON,5
1005576,AMAZON,1
2430277,AMAZON,5
2428270,AMAZON,5
589083,AMAZON,3
2549822,AMAZON,5
320570,AMAZON,1
2168755,AMAZON,1
1740953,AMAZON,5
67369,AMAZON,2
2425171,AMAZON,5
1936233,AMAZON,2
1780030,AMAZON,5
2160222,AMAZON,5
2060137,AMAZON,3
1920621,AMAZON,2
2434088,AMAZON,5
363898,AMAZON,1
3479916,AMAZON,4
2430070,AMAZON,5
2983867,AMAZON,1
2697656,AMAZON,5
1718217,AMAZON,1
3289383,AMAZON,5
2073208,AMAZON,5
484649,AMAZON,5
315417,AMAZON,1
2160224,AMAZON,5
2318350,AMAZON,1
2059681,AMAZON,3
2205695,AMAZON,5
2574573,AMAZON,5
2714644,AMAZON,5
2587637,AMAZON,5
2067191,AMAZON,5
2063631,AMAZON,3
2074148,AMAZON,5
3480013,AMAZON,1
3499561,AMAZON,1
1974791,AMAZON,5
2403370,AMAZON,1
1781966,AMAZON,3
2318044,AMAZON,5
2574531,AMAZON,5
2735355,AMAZON,1
2428802,AMAZON,5
3064610,AMAZON,1
2583605,AMAZON,5
2183614,AMAZON,5
172834,AMAZON,3
867265,AMAZON,2
2023930,AMAZON,3
312328,AMAZON,5
1763090,AMAZON,1
1561023,AMAZON,1
1399020,AMAZON,3
2159896,AMAZON,5
170171,AMAZON,4
2443930,AMAZON,2
2069605,AMAZON,5
1130642,AMAZON,1
3230612,AMAZON,1
1274068,AMAZON,1
2550620,AMAZON,5
1032755,AMAZON,1
2074561,AMAZON,5
2170889,AMAZON,4
2916180,APPLE,4
139053,APPLE,5
2657293,APPLE,3
2398240,APPLE,4
2915911,APPLE,5
363259,APPLE,5
2175213,APPLE,5
444714,APPLE,3
155890,APPLE,1
497545,APPLE,4
362795,APPLE,5
242466,APPLE,4
2962893,APPLE,1
2929951,APPLE,3
2372244,APPLE,3
2921823,APPLE,5
2914339,APPLE,5
3368770,APPLE,4
2920079,APPLE,1
360434,APPLE,1
835404,APPLE,2
2925462,APPLE,5
485621,APPLE,1
2600363,APPLE,5
2608415,APPLE,3
2886908,APPLE,5
3422698,APPLE,1
3491867,APPLE,4
3003001,APPLE,4
1279018,APPLE,5
2917172,APPLE,1
2158419,APPLE,4
2903937,APPLE,2
3001520,APPLE,1
439206,APPLE,1
2600443,APPLE,5
2904539,APPLE,5
149388,APPLE,6
1826775,APPLE,3
2998854,APPLE,2
