index,label,cluster
3533904,AMAZON,1
365549,AMAZON,7
2923202,AMAZON,4
2956577,AMAZON,15
2431621,AMAZON,6
3240695,AMAZON,4
2920983,AMAZON,2
2587699,AMAZON,6
3013430,AMAZON,10
1406890,AMAZON,6
2693643,AMAZON,16
2904812,AMAZON,4
2573941,AMAZON,6
176382,AMAZON,8
3040082,AMAZON,3
2550120,AMAZON,6
119246,AMAZON,1
2075541,AMAZON,4
2309657,AMAZON,1
2061497,AMAZON,6
1772111,AMAZON,7
1440478,AMAZON,7
2195113,AMAZON,1
2066554,AMAZON,6
1869697,AMAZON,2
2205033,AMAZON,9
9436,AMAZON,7
623572,AMAZON,18
2432008,AMAZON,6
2070650,AMAZON,4
624119,AMAZON,1
2065908,AMAZON,8
1773022,AMAZON,1
2437202,AMAZON,6
1005576,AMAZON,1
2430277,AMAZON,6
2428270,AMAZON,6
589083,AMAZON,7
2549822,AMAZON,6
320570,AMAZON,3
2168755,AMAZON,1
1740953,AMAZON,2
67369,AMAZON,14
2425171,AMAZON,6
1936233,AMAZON,1
1780030,AMAZON,6
2160222,AMAZON,6
2060137,AMAZON,4
1920621,AMAZON,1
2434088,AMAZON,6
363898,AMAZON,1
3479916,AMAZON,6
2430070,AMAZON,8
2983867,AMAZON,12
2697656,AMAZON,6
1718217,AMAZON,1
3289383,AMAZON,5
2073208,AMAZON,6
484649,AMAZON,15
315417,AMAZON,1
2160224,AMAZON,6
2318350,AMAZON,1
2059681,AMAZON,4
2205695,AMAZON,6
2574573,AMAZON,6
2714644,AMAZON,1
2587637,AMAZON,6
2067191,AMAZON,6
2063631,AMAZON,4
2074148,AMAZON,6
3480013,AMAZON,4
3499561,AMAZON,1
1974791,AMAZON,2
2403370,AMAZON,6
1781966,AMAZON,4
2318044,AMAZON,6
2574531,AMAZON,6
2735355,AMAZON,3
2428802,AMAZON,6
3064610,AMAZON,1
2583605,AMAZON,6
2183614,AMAZON,1
172834,AMAZON,7
867265,AMAZON,1
2023930,AMAZON,7
312328,AMAZON,6
1763090,AMAZON,1
1561023,AMAZON,1
1399020,AMAZON,7
2159896,AMAZON,6
170171,AMAZON,6
2443930,AMAZON,3
2069605,AMAZON,6
1130642,AMAZON,1
3230612,AMAZON,9
1274068,AMAZON,2
2550620,AMAZON,6
1032755,AMAZON,6
2074561,AMAZON,6
2170889,AMAZON,16
2916180,APPLE,9
139053,APPLE,6
2657293,APPLE,4
2398240,APPLE,3
2915911,APPLE,9
363259,APPLE,6
2175213,APPLE,1
444714,APPLE,7
155890,APPLE,6
497545,APPLE,19
362795,APPLE,6
242466,APPLE,6
2962893,APPLE,1
2929951,APPLE,4
2372244,APPLE,4
2921823,APPLE,9
2914339,APPLE,9
3368770,APPLE,1
2920079,APPLE,6
360434,APPLE,1
835404,APPLE,5
2925462,APPLE,9
485621,APPLE,1
2600363,APPLE,9
2608415,APPLE,4
2886908,APPLE,6
3422698,APPLE,1
3491867,APPLE,9
3003001,APPLE,1
1279018,APPLE,6
2917172,APPLE,6
2158419,APPLE,16
2903937,APPLE,3
3001520,APPLE,1
439206,APPLE,1
2600443,APPLE,9
2904539,APPLE,9
149388,APPLE,2
1826775,APPLE,10
2998854,APPLE,1
2913557,APPLE,1
444107,APPLE,9
2998390,APPLE,1
2584402,APPLE,1
2175661,APPLE,6
570575,APPLE,1
3218389,APPLE,4
583307,APPLE,9
3139854,APPLE,1
2118441,APPLE,5
3000484,APPLE,1
809667,APPLE,7
149488,APPLE,2
2962800,APPLE,4
3546663,APPLE,5
2917840,APPLE,4
2461870,APPLE,4
242477,APPLE,3
2874114,APPLE,1
3000830,APPLE,1
3003138,APPLE,7
2907811,APPLE,4
368824,APPLE,7
2995916,APPLE,9
2175220,APPLE,1
2997866,APPLE,1
293900,APPLE,16
258021,APPLE,5
2994837,APPLE,1
2917923,APPLE,4
2891957,APPLE,6
440402,APPLE,1
143179,APPLE,5
439215,APPLE,1
169358,APPLE,1
878600,APPLE,1
2901664,APPLE,9
2922801,APPLE,1
3369954,APPLE,18
3000752,APPLE,18
3001223,APPLE,4
3003563,APPLE,1
2112041,APPLE,1
3000553,APPLE,1
363849,APPLE,6
3001528,APPLE,9
2915382,APPLE,1
2657419,APPLE,9
2998265,APPLE,1
2995036,APPLE,1
2855012,APPLE,1
3002286,APPLE,18
444654,APPLE,6
2997769,APPLE,1
3367737,APPLE,5
3368088,APPLE,4
2913488,APPLE,1
2250702,APPLE,9
2657464,APPLE,1
3438899,APPLE,5
3139856,APPLE_ICLOUD,4
2457457,APPLE_ICLOUD,1
3084639,APPLE_ICLOUD,4
2901100,APPLE_ICLOUD,4
3005681,APPLE_ICLOUD,2
2901180,APPLE_ICLOUD,9
23227,APPLE_ICLOUD,5
2901083,APPLE_ICLOUD,4
3086829,APPLE_ICLOUD,1
2920552,APPLE_ICLOUD,2
735904,APPLE_ICLOUD,6
283461,APPLE_ICLOUD,1
138750,APPLE_ICLOUD,6
3428051,APPLE_ICLOUD,1
834768,APPLE_ICLOUD,9
1151099,APPLE_ICLOUD,7
2591246,APPLE_ICLOUD,6
141908,APPLE_ICLOUD,6
3237275,APPLE_ICLOUD,4
141462,APPLE_ICLOUD,1
442429,APPLE_ICLOUD,1
3133264,APPLE_ICLOUD,4
3084638,APPLE_ICLOUD,8
2538043,APPLE_ICLOUD,1
1278873,APPLE_ICLOUD,1
2901656,APPLE_ICLOUD,9
2904161,APPLE_ICLOUD,1
1430978,APPLE_ICLOUD,2
2998414,APPLE_ICLOUD,1
1999811,APPLE_ICLOUD,1
1574363,APPLE_ICLOUD,7
2012065,APPLE_ICLOUD,1
2915642,APPLE_ICLOUD,4
3365804,APPLE_ICLOUD,4
3237276,APPLE_ICLOUD,9
3005437,APPLE_ICLOUD,4
1158009,APPLE_ICLOUD,8
2901225,APPLE_ICLOUD,1
2645417,APPLE_ICLOUD,5
283504,APPLE_ICLOUD,1
2717801,APPLE_ICLOUD,1
2327579,APPLE_ICLOUD,1
2250349,APPLE_ICLOUD,5
283529,APPLE_ICLOUD,1
3301373,APPLE_ICLOUD,4
1363578,APPLE_ICLOUD,1
1261922,APPLE_ICLOUD,1
3363436,APPLE_ICLOUD,1
138770,APPLE_ICLOUD,6
6730,APPLE_ICLOUD,5
3363850,APPLE_ICLOUD,4
2645437,APPLE_ICLOUD,2
2865279,APPLE_ICLOUD,1
2922408,APPLE_ICLOUD,4
3237274,APPLE_ICLOUD,7
283519,APPLE_ICLOUD,1
3024848,APPLE_ICLOUD,4
3005436,APPLE_ICLOUD,4
2134240,APPLE_ICLOUD,1
1548923,APPLE_ICLOUD,1
2852070,APPLE_ICLOUD,1
735896,APPLE_ICLOUD,6
1152686,APPLE_ICLOUD,1
2864007,APPLE_ICLOUD,1
1999812,APPLE_ICLOUD,4
2922407,APPLE_ICLOUD,1
2886282,APPLE_ICLOUD,1
3005432,APPLE_ICLOUD,4
363415,APPLE_ICLOUD,3
735962,APPLE_ICLOUD,6
2331032,APPLE_ICLOUD,1
712280,APPLE_ICLOUD,9
2994973,APPLE_ICLOUD,4
3139841,APPLE_ICLOUD,4
2460169,APPLE_ICLOUD,1
3005640,APPLE_ICLOUD,4
2930121,APPLE_ICLOUD,6
439630,APPLE_ICLOUD,1
2457456,APPLE_ICLOUD,4
443998,APPLE_ICLOUD,1
