index,label,cluster
3533904,AMAZON,1
365549,AMAZON,12
2923202,AMAZON,3
2956577,AMAZON,9
2431621,AMAZON,19
3240695,AMAZON,3
2920983,AMAZON,14
2587699,AMAZON,19
3013430,AMAZON,1
1406890,AMAZON,11
2693643,AMAZON,13
2904812,AMAZON,3
2573941,AMAZON,15
176382,AMAZON,15
3040082,AMAZON,2
2550120,AMAZON,19
119246,AMAZON,2
2075541,AMAZON,3
2309657,AMAZON,19
2061497,AMAZON,19
1772111,AMAZON,3
1440478,AMAZON,3
2195113,AMAZON,2
2066554,AMAZON,19
1869697,AMAZON,5
2205033,AMAZON,2
9436,AMAZON,12
623572,AMAZON,3
2432008,AMAZON,19
2070650,AMAZON,3
624119,AMAZON,11
2065908,AMAZON,15
1773022,AMAZON,2
2437202,AMAZON,19
1005576,AMAZON,2
2430277,AMAZON,19
2428270,AMAZON,19
589083,AMAZON,3
2549822,AMAZON,19
320570,AMAZON,22
2168755,AMAZON,2
1740953,AMAZON,9
67369,AMAZON,6
2425171,AMAZON,19
1936233,AMAZON,8
1780030,AMAZON,15
2160222,AMAZON,19
2060137,AMAZON,3
1920621,AMAZON,6
2434088,AMAZON,19
363898,AMAZON,1
3479916,AMAZON,2
2430070,AMAZON,15
2983867,AMAZON,4
2697656,AMAZON,19
1718217,AMAZON,2
3289383,AMAZON,7
2073208,AMAZON,19
484649,AMAZON,9
315417,AMAZON,2
2160224,AMAZON,19
2318350,AMAZON,2
2059681,AMAZON,3
2205695,AMAZON,15
2574573,AMAZON,15
2714644,AMAZON,2
2587637,AMAZON,19
2067191,AMAZON,19
2063631,AMAZON,3
2074148,AMAZON,15
3480013,AMAZON,2
3499561,AMAZON,2
1974791,AMAZON,9
2403370,AMAZON,19
1781966,AMAZON,3
2318044,AMAZON,15
2574531,AMAZON,19
2735355,AMAZON,1
2428802,AMAZON,19
3064610,AMAZON,21
2583605,AMAZON,19
2183614,AMAZON,2
172834,AMAZON,12
867265,AMAZON,2
2023930,AMAZON,3
312328,AMAZON,2
1763090,AMAZON,11
1561023,AMAZON,2
1399020,AMAZON,3
2159896,AMAZON,19
170171,AMAZON,20
2443930,AMAZON,24
2069605,AMAZON,19
1130642,AMAZON,1
3230612,AMAZON,2
1274068,AMAZON,5
2550620,AMAZON,19
1032755,AMAZON,11
2074561,AMAZON,19
2170889,AMAZON,13
2916180,APPLE,20
139053,APPLE,19
2657293,APPLE,3
2398240,APPLE,1
2915911,APPLE,19
363259,APPLE,15
2175213,APPLE,2
444714,APPLE,3
155890,APPLE,21
497545,APPLE,26
362795,APPLE,15
242466,APPLE,20
2962893,APPLE,2
2929951,APPLE,3
2372244,APPLE,3
2921823,APPLE,19
2914339,APPLE,19
3368770,APPLE,13
2920079,APPLE,21
360434,APPLE,2
835404,APPLE,4
2925462,APPLE,19
485621,APPLE,21
2600363,APPLE,19
2608415,APPLE,3
2886908,APPLE,15
3422698,APPLE,2
3491867,APPLE,2
3003001,APPLE,1
1279018,APPLE,15
2917172,APPLE,21
2158419,APPLE,13
2903937,APPLE,1
3001520,APPLE,2
439206,APPLE,1
2600443,APPLE,19
2904539,APPLE,19
149388,APPLE,16
1826775,APPLE,7
2998854,APPLE,6
2913557,APPLE,11
444107,APPLE,2
2998390,APPLE,2
2584402,APPLE,6
2175661,APPLE,2
570575,APPLE,2
3218389,APPLE,3
583307,APPLE,2
3139854,APPLE,2
2118441,APPLE,4
3000484,APPLE,2
809667,APPLE,12
149488,APPLE,16
2962800,APPLE,3
3546663,APPLE,4
2917840,APPLE,3
2461870,APPLE,3
242477,APPLE,24
2874114,APPLE,18
3000830,APPLE,2
3003138,APPLE,2
2907811,APPLE,3
368824,APPLE,3
2995916,APPLE,20
2175220,APPLE,2
2997866,APPLE,2
293900,APPLE,13
258021,APPLE,4
2994837,APPLE,28
2917923,APPLE,3
2891957,APPLE,19
440402,APPLE,2
143179,APPLE,13
439215,APPLE,2
169358,APPLE,21
878600,APPLE,2
2901664,APPLE,19
2922801,APPLE,6
3369954,APPLE,1
3000752,APPLE,1
3001223,APPLE,3
3003563,APPLE,2
2112041,APPLE,2
3000553,APPLE,6
363849,APPLE,15
3001528,APPLE,20
2915382,APPLE,6
2657419,APPLE,2
2998265,APPLE,2
2995036,APPLE,6
2855012,APPLE,2
3002286,APPLE,1
444654,APPLE,20
2997769,APPLE,2
3367737,APPLE,1
3368088,APPLE,3
2913488,APPLE,18
2250702,APPLE,2
2657464,APPLE,2
3438899,APPLE,1
3139856,APPLE_ICLOUD,3
2457457,APPLE_ICLOUD,2
3084639,APPLE_ICLOUD,3
2901100,APPLE_ICLOUD,3
3005681,APPLE_ICLOUD,17
2901180,APPLE_ICLOUD,2
23227,APPLE_ICLOUD,4
2901083,APPLE_ICLOUD,3
3086829,APPLE_ICLOUD,2
2920552,APPLE_ICLOUD,14
735904,APPLE_ICLOUD,8
283461,APPLE_ICLOUD,2
138750,APPLE_ICLOUD,21
3428051,APPLE_ICLOUD,2
834768,APPLE_ICLOUD,2
1151099,APPLE_ICLOUD,3
2591246,APPLE_ICLOUD,11
141908,APPLE_ICLOUD,6
3237275,APPLE_ICLOUD,3
141462,APPLE_ICLOUD,8
442429,APPLE_ICLOUD,2
3133264,APPLE_ICLOUD,3
3084638,APPLE_ICLOUD,21
2538043,APPLE_ICLOUD,2
1278873,APPLE_ICLOUD,18
2901656,APPLE_ICLOUD,2
2904161,APPLE_ICLOUD,21
1430978,APPLE_ICLOUD,5
2998414,APPLE_ICLOUD,2
1999811,APPLE_ICLOUD,2
1574363,APPLE_ICLOUD,3
2012065,APPLE_ICLOUD,13
2915642,APPLE_ICLOUD,3
3365804,APPLE_ICLOUD,3
3237276,APPLE_ICLOUD,2
3005437,APPLE_ICLOUD,3
1158009,APPLE_ICLOUD,8
2901225,APPLE_ICLOUD,18
2645417,APPLE_ICLOUD,4
283504,APPLE_ICLOUD,6
2717801,APPLE_ICLOUD,18
2327579,APPLE_ICLOUD,11
2250349,APPLE_ICLOUD,4
283529,APPLE_ICLOUD,18
3301373,APPLE_ICLOUD,3
1363578,APPLE_ICLOUD,2
1261922,APPLE_ICLOUD,2
3363436,APPLE_ICLOUD,11
138770,APPLE_ICLOUD,8
6730,APPLE_ICLOUD,4
3363850,APPLE_ICLOUD,3
2645437,APPLE_ICLOUD,5
2865279,APPLE_ICLOUD,2
2922408,APPLE_ICLOUD,3
3237274,APPLE_ICLOUD,3
283519,APPLE_ICLOUD,18
3024848,APPLE_ICLOUD,3
3005436,APPLE_ICLOUD,3
2134240,APPLE_ICLOUD,2
1548923,APPLE_ICLOUD,18
2852070,APPLE_ICLOUD,18
735896,APPLE_ICLOUD,6
1152686,APPLE_ICLOUD,18
2864007,APPLE_ICLOUD,2
1999812,APPLE_ICLOUD,3
2922407,APPLE_ICLOUD,2
2886282,APPLE_ICLOUD,11
3005432,APPLE_ICLOUD,3
363415,APPLE_ICLOUD,3
735962,APPLE_ICLOUD,2
2331032,APPLE_ICLOUD,2
712280,APPLE_ICLOUD,18
2994973,APPLE_ICLOUD,3
3139841,APPLE_ICLOUD,3
2460169,APPLE_ICLOUD,18
3005640,APPLE_ICLOUD,3
2930121,APPLE_ICLOUD,15
439630,APPLE_ICLOUD,2
2457456,APPLE_ICLOUD,3
443998,APPLE_ICLOUD,28
1430979,APPLE_ICLOUD,7
3005431,APPLE_ICLOUD,6
3452871,APPLE_ICLOUD,2
357275,APPLE_ICLOUD,1
3452999,APPLE_ICLOUD,3
1363608,APPLE_ICLOUD,2
33488,APPLE_ICLOUD,2
141815,APPLE_ICLOUD,11
3426965,APPLE_ICLOUD,3
2371136,APPLE_ICLOUD,4
2790060,APPLE_ICLOUD,4
2802471,APPLE_ICLOUD,3
2901203,APPLE_ICLOUD,2
2250169,APPLE_ICLOUD,2
2901182,APPLE_ICLOUD,18
1158010,APPLE_ICLOUD,3
1152899,APPLE_ICLOUD,3
2901098,APPLE_ICLOUD,18
3000323,APPLE_ICLOUD,17
141728,APPLE_ICLOUD,18
2250739,APPLE_ITUNES,20
2250595,APPLE_ITUNES,2
2868856,APPLE_ITUNES,8
366938,APPLE_ITUNES,3
759293,APPLE_ITUNES,8
1826758,APPLE_ITUNES,5
1972237,APPLE_ITUNES,25
3363825,APPLE_ITUNES,3
2997198,APPLE_ITUNES,2
367015,APPLE_ITUNES,12
456399,APPLE_ITUNES,14
2994954,APPLE_ITUNES,3
2257234,APPLE_ITUNES,1
2173028,APPLE_ITUNES,20
2250412,APPLE_ITUNES,2
2175078,APPLE_ITUNES,11
2250888,APPLE_ITUNES,20
624466,APPLE_ITUNES,12
2902262,APPLE_ITUNES,3
1637732,APPLE_ITUNES,28
2250862,APPLE_ITUNES,20
456576,APPLE_ITUNES,14
3024805,APPLE_ITUNES,5
456396,APPLE_ITUNES,14
2995070,APPLE_ITUNES,2
3180218,APPLE_ITUNES,17
2854094,APPLE_ITUNES,6
3005503,APPLE_ITUNES,2
1826767,APPLE_ITUNES,7
501509,APPLE_ITUNES,21
2023702,APPLE_ITUNES,8
969136,APPLE_ITUNES,5
2907638,APPLE_ITUNES,2
2994952,APPLE_ITUNES,4
362395,APPLE_ITUNES,8
1018076,APPLE_ITUNES,3
2657442,APPLE_ITUNES,3
1922673,APPLE_ITUNES,8
31892,APPLE_ITUNES,8
360954,APPLE_ITUNES,12
2257195,APPLE_ITUNES,16
2874162,APPLE_ITUNES,2
969114,APPLE_ITUNES,5
713127,APPLE_ITUNES,14
1985824,APPLE_ITUNES,6
2257248,APPLE_ITUNES,19
713123,APPLE_ITUNES,14
2250803,APPLE_ITUNES,20
2916281,APPLE_ITUNES,18
503871,APPLE_ITUNES,3
318220,APPLE_ITUNES,6
2175028,APPLE_ITUNES,15
2854185,APPLE_ITUNES,2
583985,APPLE_ITUNES,9
1581310,APPLE_ITUNES,7
2886982,APPLE_ITUNES,20
2928785,APPLE_ITUNES,3
2175243,APPLE_ITUNES,18
2903442,APPLE_ITUNES,3
2250379,APPLE_ITUNES,2
2868703,APPLE_ITUNES,8
2250542,APPLE_ITUNES,2
1921272,APPLE_ITUNES,20
362394,APPLE_ITUNES,8
3070135,APPLE_ITUNES,20
2173059,APPLE_ITUNES,20
2173077,APPLE_ITUNES,11
2655050,APPLE_ITUNES,4
2868674,APPLE_ITUNES,11
1774402,APPLE_ITUNES,3
2250584,APPLE_ITUNES,2
2250467,APPLE_ITUNES,2
584092,APPLE_ITUNES,14
3000361,APPLE_ITUNES,6
811988,APPLE_ITUNES,5
550576,APPLE_ITUNES,13
2997808,APPLE_ITUNES,2
2250425,APPLE_ITUNES,6
72692,APPLE_ITUNES,21
620134,APPLE_ITUNES,21
2175045,APPLE_ITUNES,2
1775002,APPLE_ITUNES,19
2426999,APPLE_ITUNES,2
1110089,APPLE_ITUNES,5
2173978,APPLE_ITUNES,20
3005646,APPLE_ITUNES,2
2998899,APPLE_ITUNES,2
759663,APPLE_ITUNES,8
2655076,APPLE_ITUNES,29
2867612,APPLE_ITUNES,20
1778064,APPLE_ITUNES,26
2175060,APPLE_ITUNES,15
2918695,APPLE_ITUNES,3
1138929,APPLE_ITUNES,4
30437,APPLE_ITUNES,4
1090814,APPLE_ITUNES,30
503784,APPLE_ITUNES,12
456477,APPLE_ITUNES,5
1586318,APPLE_ITUNES,17
2175269,APPLE_ITUNES,13
3057919,CLOUDFLARE,20
1533055,CLOUDFLARE,18
1268172,CLOUDFLARE,3
1532183,CLOUDFLARE,20
2721938,CLOUDFLARE,3
2879338,CLOUDFLARE,6
3351830,CLOUDFLARE,2
1034302,CLOUDFLARE,5
1567073,CLOUDFLARE,19
354635,CLOUDFLARE,12
1790302,CLOUDFLARE,2
1262632,CLOUDFLARE,3
358949,CLOUDFLARE,2
2459811,CLOUDFLARE,3
1526460,CLOUDFLARE,6
1899690,CLOUDFLARE,18
1527455,CLOUDFLARE,3
2581246,CLOUDFLARE,2
181208,CLOUDFLARE,12
3340853,CLOUDFLARE,2
1898032,CLOUDFLARE,18
2877764,CLOUDFLARE,3
3060868,CLOUDFLARE,18
1915288,CLOUDFLARE,3
3378847,CLOUDFLARE,3
1721615,CLOUDFLARE,6
2070559,CLOUDFLARE,6
617723,CLOUDFLARE,12
1292489,CLOUDFLARE,2
1196736,CLOUDFLARE,14
1166763,CLOUDFLARE,16
1896185,CLOUDFLARE,2
1755296,CLOUDFLARE,2
1284619,CLOUDFLARE,2
2319915,CLOUDFLARE,6
1538422,CLOUDFLARE,16
161302,CLOUDFLARE,18
3211503,CLOUDFLARE,2
2434596,CLOUDFLARE,2
1603985,CLOUDFLARE,20
1528506,CLOUDFLARE,1
225365,CLOUDFLARE,12
467476,CLOUDFLARE,12
2727319,CLOUDFLARE,8
2715084,CLOUDFLARE,6
1564920,CLOUDFLARE,3
2608031,CLOUDFLARE,3
2436533,CLOUDFLARE,3
2057213,CLOUDFLARE,17
759634,CLOUDFLARE,2
1534919,CLOUDFLARE,20
1902581,CLOUDFLARE,3
2897945,CLOUDFLARE,2
2419941,CLOUDFLARE,19
799802,CLOUDFLARE,16
145402,CLOUDFLARE,12
2428762,CLOUDFLARE,6
1794915,CLOUDFLARE,3
2447718,CLOUDFLARE,3
2311394,CLOUDFLARE,1
1427908,CLOUDFLARE,3
1156589,CLOUDFLARE,8
1559374,CLOUDFLARE,1
34505,CLOUDFLARE,2
2409985,CLOUDFLARE,18
2436554,CLOUDFLARE,3
3412300,CLOUDFLARE,1
2429624,CLOUDFLARE,2
3234904,CLOUDFLARE,7
2038844,CLOUDFLARE,2
1007239,CLOUDFLARE,9
627578,CLOUDFLARE,3
1017993,CLOUDFLARE,2
1427901,CLOUDFLARE,3
1538332,CLOUDFLARE,18
1391382,CLOUDFLARE,6
1529586,CLOUDFLARE,1
3480242,CLOUDFLARE,3
3059261,CLOUDFLARE,18
1139426,CLOUDFLARE,18
3360185,CLOUDFLARE,3
3057951,CLOUDFLARE,7
1027956,CLOUDFLARE,3
3482890,CLOUDFLARE,6
2103999,CLOUDFLARE,8
2557403,CLOUDFLARE,3
1561250,CLOUDFLARE,2
174215,CLOUDFLARE,3
927196,CLOUDFLARE,3
176863,CLOUDFLARE,24
