index,label,cluster
3533904,AMAZON,3
365549,AMAZON,1
2923202,AMAZON,1
2956577,AMAZON,11
2431621,AMAZON,8
3240695,AMAZON,1
2920983,AMAZON,21
2587699,AMAZON,8
3013430,AMAZON,22
1406890,AMAZON,8
2693643,AMAZON,10
2904812,AMAZON,1
2573941,AMAZON,8
176382,AMAZON,16
3040082,AMAZON,5
2550120,AMAZON,8
119246,AMAZON,5
2075541,AMAZON,1
2309657,AMAZON,25
2061497,AMAZON,8
1772111,AMAZON,1
1440478,AMAZON,1
2195113,AMAZON,9
2066554,AMAZON,8
1869697,AMAZON,7
2205033,AMAZON,9
9436,AMAZON,1
623572,AMAZON,18
2432008,AMAZON,8
2070650,AMAZON,1
624119,AMAZON,16
2065908,AMAZON,8
1773022,AMAZON,4
2437202,AMAZON,8
1005576,AMAZON,9
2430277,AMAZON,8
2428270,AMAZON,8
589083,AMAZON,1
2549822,AMAZON,8
320570,AMAZON,3
2168755,AMAZON,4
1740953,AMAZON,7
67369,AMAZON,5
2425171,AMAZON,4
1936233,AMAZON,4
1780030,AMAZON,16
2160222,AMAZON,16
2060137,AMAZON,1
1920621,AMAZON,4
2434088,AMAZON,8
363898,AMAZON,8
3479916,AMAZON,5
2430070,AMAZON,12
2983867,AMAZON,22
2697656,AMAZON,8
1718217,AMAZON,23
3289383,AMAZON,2
2073208,AMAZON,16
484649,AMAZON,11
315417,AMAZON,23
2160224,AMAZON,16
2318350,AMAZON,9
2059681,AMAZON,1
2205695,AMAZON,16
2574573,AMAZON,8
2714644,AMAZON,5
2587637,AMAZON,8
2067191,AMAZON,16
2063631,AMAZON,1
2074148,AMAZON,8
3480013,AMAZON,1
3499561,AMAZON,9
1974791,AMAZON,11
2403370,AMAZON,16
1781966,AMAZON,18
2318044,AMAZON,8
2574531,AMAZON,8
2735355,AMAZON,3
2428802,AMAZON,8
3064610,AMAZON,10
2583605,AMAZON,8
2183614,AMAZON,23
172834,AMAZON,1
867265,AMAZON,3
2023930,AMAZON,1
312328,AMAZON,4
1763090,AMAZON,4
1561023,AMAZON,15
1399020,AMAZON,1
2159896,AMAZON,16
170171,AMAZON,17
2443930,AMAZON,3
2069605,AMAZON,16
1130642,AMAZON,15
3230612,AMAZON,16
1274068,AMAZON,11
2550620,AMAZON,8
1032755,AMAZON,4
2074561,AMAZON,8
2170889,AMAZON,10
2916180,APPLE,17
139053,APPLE,8
2657293,APPLE,1
2398240,APPLE,27
2915911,APPLE,4
363259,APPLE,8
2175213,APPLE,4
444714,APPLE,1
155890,APPLE,8
497545,APPLE,14
362795,APPLE,8
242466,APPLE,17
2962893,APPLE,9
2929951,APPLE,1
2372244,APPLE,1
2921823,APPLE,4
2914339,APPLE,4
3368770,APPLE,10
2920079,APPLE,10
360434,APPLE,9
835404,APPLE,7
2925462,APPLE,4
485621,APPLE,12
2600363,APPLE,4
2608415,APPLE,1
2886908,APPLE,4
3422698,APPLE,9
3491867,APPLE,17
3003001,APPLE,5
1279018,APPLE,8
2917172,APPLE,8
2158419,APPLE,10
2903937,APPLE,27
3001520,APPLE,5
439206,APPLE,15
2600443,APPLE,4
2904539,APPLE,4
149388,APPLE,21
1826775,APPLE,6
2998854,APPLE,5
2913557,APPLE,4
444107,APPLE,9
2998390,APPLE,9
2584402,APPLE,4
2175661,APPLE,4
570575,APPLE,9
3218389,APPLE,1
583307,APPLE,9
3139854,APPLE,9
2118441,APPLE,2
3000484,APPLE,15
809667,APPLE,5
149488,APPLE,21
2962800,APPLE,1
3546663,APPLE,28
2917840,APPLE,5
2461870,APPLE,18
242477,APPLE,5
2874114,APPLE,4
3000830,APPLE,9
3003138,APPLE,9
2907811,APPLE,1
368824,APPLE,1
2995916,APPLE,17
2175220,APPLE,4
2997866,APPLE,9
293900,APPLE,10
258021,APPLE,28
2994837,APPLE,9
2917923,APPLE,5
2891957,APPLE,4
440402,APPLE,9
143179,APPLE,26
439215,APPLE,23
169358,APPLE,12
878600,APPLE,9
2901664,APPLE,4
2922801,APPLE,5
3369954,APPLE,18
3000752,APPLE,18
3001223,APPLE,18
3003563,APPLE,9
2112041,APPLE,9
3000553,APPLE,4
363849,APPLE,8
3001528,APPLE,17
2915382,APPLE,5
2657419,APPLE,5
2998265,APPLE,9
2995036,APPLE,9
2855012,APPLE,9
3002286,APPLE,18
444654,APPLE,17
2997769,APPLE,9
3367737,APPLE,14
3368088,APPLE,1
2913488,APPLE,4
2250702,APPLE,9
2657464,APPLE,3
3438899,APPLE,2
3139856,APPLE_ICLOUD,1
2457457,APPLE_ICLOUD,25
3084639,APPLE_ICLOUD,5
2901100,APPLE_ICLOUD,1
3005681,APPLE_ICLOUD,21
2901180,APPLE_ICLOUD,23
23227,APPLE_ICLOUD,28
2901083,APPLE_ICLOUD,1
3086829,APPLE_ICLOUD,23
2920552,APPLE_ICLOUD,21
735904,APPLE_ICLOUD,12
283461,APPLE_ICLOUD,9
138750,APPLE_ICLOUD,12
3428051,APPLE_ICLOUD,9
834768,APPLE_ICLOUD,9
1151099,APPLE_ICLOUD,1
2591246,APPLE_ICLOUD,8
141908,APPLE_ICLOUD,12
3237275,APPLE_ICLOUD,1
141462,APPLE_ICLOUD,8
442429,APPLE_ICLOUD,15
3133264,APPLE_ICLOUD,1
3084638,APPLE_ICLOUD,12
2538043,APPLE_ICLOUD,9
1278873,APPLE_ICLOUD,16
2901656,APPLE_ICLOUD,9
2904161,APPLE_ICLOUD,10
1430978,APPLE_ICLOUD,7
2998414,APPLE_ICLOUD,9
1999811,APPLE_ICLOUD,9
1574363,APPLE_ICLOUD,1
2012065,APPLE_ICLOUD,10
2915642,APPLE_ICLOUD,5
3365804,APPLE_ICLOUD,1
3237276,APPLE_ICLOUD,9
3005437,APPLE_ICLOUD,1
1158009,APPLE_ICLOUD,12
2901225,APPLE_ICLOUD,4
2645417,APPLE_ICLOUD,22
283504,APPLE_ICLOUD,9
2717801,APPLE_ICLOUD,4
2327579,APPLE_ICLOUD,16
2250349,APPLE_ICLOUD,28
283529,APPLE_ICLOUD,25
3301373,APPLE_ICLOUD,1
1363578,APPLE_ICLOUD,9
1261922,APPLE_ICLOUD,4
3363436,APPLE_ICLOUD,4
138770,APPLE_ICLOUD,8
6730,APPLE_ICLOUD,28
3363850,APPLE_ICLOUD,1
2645437,APPLE_ICLOUD,7
2865279,APPLE_ICLOUD,4
2922408,APPLE_ICLOUD,1
3237274,APPLE_ICLOUD,5
283519,APPLE_ICLOUD,25
3024848,APPLE_ICLOUD,1
3005436,APPLE_ICLOUD,1
2134240,APPLE_ICLOUD,15
1548923,APPLE_ICLOUD,4
2852070,APPLE_ICLOUD,4
735896,APPLE_ICLOUD,12
1152686,APPLE_ICLOUD,4
2864007,APPLE_ICLOUD,25
1999812,APPLE_ICLOUD,1
2922407,APPLE_ICLOUD,9
2886282,APPLE_ICLOUD,4
3005432,APPLE_ICLOUD,1
363415,APPLE_ICLOUD,3
735962,APPLE_ICLOUD,12
2331032,APPLE_ICLOUD,9
712280,APPLE_ICLOUD,9
2994973,APPLE_ICLOUD,1
3139841,APPLE_ICLOUD,1
2460169,APPLE_ICLOUD,4
3005640,APPLE_ICLOUD,1
2930121,APPLE_ICLOUD,8
439630,APPLE_ICLOUD,9
2457456,APPLE_ICLOUD,1
443998,APPLE_ICLOUD,9
1430979,APPLE_ICLOUD,6
3005431,APPLE_ICLOUD,9
3452871,APPLE_ICLOUD,23
357275,APPLE_ICLOUD,3
3452999,APPLE_ICLOUD,1
1363608,APPLE_ICLOUD,9
33488,APPLE_ICLOUD,9
141815,APPLE_ICLOUD,4
3426965,APPLE_ICLOUD,1
2371136,APPLE_ICLOUD,28
2790060,APPLE_ICLOUD,22
2802471,APPLE_ICLOUD,1
2901203,APPLE_ICLOUD,16
2250169,APPLE_ICLOUD,9
2901182,APPLE_ICLOUD,4
1158010,APPLE_ICLOUD,1
1152899,APPLE_ICLOUD,1
2901098,APPLE_ICLOUD,4
3000323,APPLE_ICLOUD,21
141728,APPLE_ICLOUD,4
2250739,APPLE_ITUNES,17
2250595,APPLE_ITUNES,9
2868856,APPLE_ITUNES,4
366938,APPLE_ITUNES,18
759293,APPLE_ITUNES,12
1826758,APPLE_ITUNES,7
1972237,APPLE_ITUNES,7
3363825,APPLE_ITUNES,1
2997198,APPLE_ITUNES,15
367015,APPLE_ITUNES,1
456399,APPLE_ITUNES,6
2994954,APPLE_ITUNES,1
2257234,APPLE_ITUNES,5
2173028,APPLE_ITUNES,17
2250412,APPLE_ITUNES,9
2175078,APPLE_ITUNES,4
2250888,APPLE_ITUNES,17
624466,APPLE_ITUNES,1
2902262,APPLE_ITUNES,1
1637732,APPLE_ITUNES,9
2250862,APPLE_ITUNES,17
456576,APPLE_ITUNES,6
3024805,APPLE_ITUNES,7
456396,APPLE_ITUNES,6
2995070,APPLE_ITUNES,9
3180218,APPLE_ITUNES,3
2854094,APPLE_ITUNES,5
3005503,APPLE_ITUNES,23
1826767,APPLE_ITUNES,6
501509,APPLE_ITUNES,8
2023702,APPLE_ITUNES,10
969136,APPLE_ITUNES,11
2907638,APPLE_ITUNES,4
2994952,APPLE_ITUNES,28
362395,APPLE_ITUNES,12
1018076,APPLE_ITUNES,1
2657442,APPLE_ITUNES,1
1922673,APPLE_ITUNES,12
31892,APPLE_ITUNES,12
360954,APPLE_ITUNES,1
2257195,APPLE_ITUNES,22
2874162,APPLE_ITUNES,4
969114,APPLE_ITUNES,11
713127,APPLE_ITUNES,6
1985824,APPLE_ITUNES,5
2257248,APPLE_ITUNES,5
713123,APPLE_ITUNES,6
2250803,APPLE_ITUNES,17
2916281,APPLE_ITUNES,4
503871,APPLE_ITUNES,18
318220,APPLE_ITUNES,1
2175028,APPLE_ITUNES,8
2854185,APPLE_ITUNES,5
583985,APPLE_ITUNES,11
1581310,APPLE_ITUNES,6
2886982,APPLE_ITUNES,17
2928785,APPLE_ITUNES,1
2175243,APPLE_ITUNES,4
2903442,APPLE_ITUNES,1
2250379,APPLE_ITUNES,9
2868703,APPLE_ITUNES,12
2250542,APPLE_ITUNES,9
1921272,APPLE_ITUNES,5
362394,APPLE_ITUNES,12
3070135,APPLE_ITUNES,17
2173059,APPLE_ITUNES,17
2173077,APPLE_ITUNES,16
2655050,APPLE_ITUNES,24
2868674,APPLE_ITUNES,4
1774402,APPLE_ITUNES,18
2250584,APPLE_ITUNES,9
2250467,APPLE_ITUNES,9
584092,APPLE_ITUNES,6
3000361,APPLE_ITUNES,9
811988,APPLE_ITUNES,7
550576,APPLE_ITUNES,3
2997808,APPLE_ITUNES,17
2250425,APPLE_ITUNES,4
72692,APPLE_ITUNES,8
620134,APPLE_ITUNES,8
2175045,APPLE_ITUNES,16
1775002,APPLE_ITUNES,16
2426999,APPLE_ITUNES,9
1110089,APPLE_ITUNES,11
2173978,APPLE_ITUNES,5
3005646,APPLE_ITUNES,9
2998899,APPLE_ITUNES,9
759663,APPLE_ITUNES,16
2655076,APPLE_ITUNES,26
2867612,APPLE_ITUNES,17
1778064,APPLE_ITUNES,14
2175060,APPLE_ITUNES,8
2918695,APPLE_ITUNES,5
1138929,APPLE_ITUNES,24
30437,APPLE_ITUNES,2
1090814,APPLE_ITUNES,28
503784,APPLE_ITUNES,1
456477,APPLE_ITUNES,11
1586318,APPLE_ITUNES,7
2175269,APPLE_ITUNES,26
3057919,CLOUDFLARE,17
1533055,CLOUDFLARE,4
1268172,CLOUDFLARE,1
1532183,CLOUDFLARE,17
2721938,CLOUDFLARE,1
2879338,CLOUDFLARE,5
3351830,CLOUDFLARE,15
1034302,CLOUDFLARE,11
1567073,CLOUDFLARE,8
354635,CLOUDFLARE,1
1790302,CLOUDFLARE,9
1262632,CLOUDFLARE,1
358949,CLOUDFLARE,9
