index,label,cluster
3533904,AMAZON,1
365549,AMAZON,3
2923202,AMAZON,3
2956577,AMAZON,5
2431621,AMAZON,4
3240695,AMAZON,3
2920983,AMAZON,2
2587699,AMAZON,4
3013430,AMAZON,2
1406890,AMAZON,4
2693643,AMAZON,20
2904812,AMAZON,3
2573941,AMAZON,4
176382,AMAZON,1
3040082,AMAZON,7
2550120,AMAZON,4
119246,AMAZON,3
2075541,AMAZON,3
2309657,AMAZON,7
2061497,AMAZON,4
1772111,AMAZON,3
1440478,AMAZON,3
2195113,AMAZON,1
2066554,AMAZON,4
1869697,AMAZON,5
2205033,AMAZON,1
9436,AMAZON,3
623572,AMAZON,13
2432008,AMAZON,4
2070650,AMAZON,3
624119,AMAZON,1
2065908,AMAZON,4
1773022,AMAZON,1
2437202,AMAZON,4
1005576,AMAZON,7
2430277,AMAZON,4
2428270,AMAZON,4
589083,AMAZON,3
2549822,AMAZON,4
320570,AMAZON,6
2168755,AMAZON,1
1740953,AMAZON,15
67369,AMAZON,6
2425171,AMAZON,1
1936233,AMAZON,4
1780030,AMAZON,1
2160222,AMAZON,4
2060137,AMAZON,3
1920621,AMAZON,7
2434088,AMAZON,4
363898,AMAZON,4
3479916,AMAZON,10
2430070,AMAZON,4
2983867,AMAZON,2
2697656,AMAZON,4
1718217,AMAZON,7
3289383,AMAZON,2
2073208,AMAZON,4
484649,AMAZON,5
315417,AMAZON,7
2160224,AMAZON,4
2318350,AMAZON,7
2059681,AMAZON,3
2205695,AMAZON,4
2574573,AMAZON,4
2714644,AMAZON,10
2587637,AMAZON,4
2067191,AMAZON,4
2063631,AMAZON,3
2074148,AMAZON,4
3480013,AMAZON,10
3499561,AMAZON,7
1974791,AMAZON,15
2403370,AMAZON,4
1781966,AMAZON,13
2318044,AMAZON,4
2574531,AMAZON,4
2735355,AMAZON,6
2428802,AMAZON,4
3064610,AMAZON,4
2583605,AMAZON,4
2183614,AMAZON,7
172834,AMAZON,3
867265,AMAZON,10
2023930,AMAZON,3
312328,AMAZON,1
1763090,AMAZON,1
1561023,AMAZON,7
1399020,AMAZON,3
2159896,AMAZON,4
170171,AMAZON,4
2443930,AMAZON,7
2069605,AMAZON,4
1130642,AMAZON,13
3230612,AMAZON,1
1274068,AMAZON,5
2550620,AMAZON,4
1032755,AMAZON,1
2074561,AMAZON,4
2170889,AMAZON,16
2916180,APPLE,9
139053,APPLE,1
2657293,APPLE,3
2398240,APPLE,2
2915911,APPLE,9
363259,APPLE,4
2175213,APPLE,1
444714,APPLE,3
155890,APPLE,4
497545,APPLE,22
362795,APPLE,4
242466,APPLE,4
2962893,APPLE,10
2929951,APPLE,3
2372244,APPLE,3
2921823,APPLE,9
2914339,APPLE,9
3368770,APPLE,20
2920079,APPLE,20
360434,APPLE,7
835404,APPLE,5
2925462,APPLE,9
485621,APPLE,1
2600363,APPLE,9
2608415,APPLE,3
2886908,APPLE,4
3422698,APPLE,10
3491867,APPLE,9
3003001,APPLE,3
1279018,APPLE,4
2917172,APPLE,4
2158419,APPLE,20
2903937,APPLE,6
3001520,APPLE,9
439206,APPLE,10
2600443,APPLE,9
2904539,APPLE,9
149388,APPLE,5
1826775,APPLE,11
2998854,APPLE,10
