index,label,cluster
3533904,AMAZON,12
365549,AMAZON,1
2923202,AMAZON,1
2956577,AMAZON,8
2431621,AMAZON,2
3240695,AMAZON,1
2920983,AMAZON,6
2587699,AMAZON,2
3013430,AMAZON,21
1406890,AMAZON,2
2693643,AMAZON,19
2904812,AMAZON,1
2573941,AMAZON,2
176382,AMAZON,11
3040082,AMAZON,15
2550120,AMAZON,2
119246,AMAZON,3
2075541,AMAZON,1
2309657,AMAZON,2
2061497,AMAZON,7
1772111,AMAZON,1
1440478,AMAZON,1
2195113,AMAZON,15
2066554,AMAZON,7
1869697,AMAZON,13
2205033,AMAZON,3
9436,AMAZON,1
623572,AMAZON,10
2432008,AMAZON,2
2070650,AMAZON,1
624119,AMAZON,2
2065908,AMAZON,11
1773022,AMAZON,2
2437202,AMAZON,2
1005576,AMAZON,3
2430277,AMAZON,2
2428270,AMAZON,2
589083,AMAZON,1
2549822,AMAZON,2
320570,AMAZON,4
2168755,AMAZON,2
1740953,AMAZON,22
67369,AMAZON,4
2425171,AMAZON,2
1936233,AMAZON,2
1780030,AMAZON,7
2160222,AMAZON,7
2060137,AMAZON,1
1920621,AMAZON,3
2434088,AMAZON,2
363898,AMAZON,19
3479916,AMAZON,7
2430070,AMAZON,7
2983867,AMAZON,21
2697656,AMAZON,2
1718217,AMAZON,3
3289383,AMAZON,20
2073208,AMAZON,7
484649,AMAZON,16
315417,AMAZON,3
2160224,AMAZON,7
2318350,AMAZON,3
2059681,AMAZON,1
2205695,AMAZON,7
2574573,AMAZON,2
2714644,AMAZON,3
2587637,AMAZON,2
2067191,AMAZON,7
2063631,AMAZON,1
2074148,AMAZON,11
3480013,AMAZON,1
3499561,AMAZON,3
1974791,AMAZON,8
2403370,AMAZON,7
1781966,AMAZON,1
2318044,AMAZON,2
2574531,AMAZON,2
2735355,AMAZON,5
2428802,AMAZON,2
3064610,AMAZON,7
2583605,AMAZON,2
2183614,AMAZON,3
172834,AMAZON,1
867265,AMAZON,5
2023930,AMAZON,1
312328,AMAZON,7
1763090,AMAZON,2
1561023,AMAZON,10
1399020,AMAZON,1
2159896,AMAZON,7
170171,AMAZON,15
2443930,AMAZON,1
2069605,AMAZON,7
1130642,AMAZON,5
3230612,AMAZON,2
1274068,AMAZON,16
2550620,AMAZON,2
1032755,AMAZON,2
2074561,AMAZON,7
2170889,AMAZON,19
2916180,APPLE,15
139053,APPLE,7
2657293,APPLE,1
2398240,APPLE,12
2915911,APPLE,7
363259,APPLE,11
2175213,APPLE,2
444714,APPLE,1
155890,APPLE,7
497545,APPLE,26
362795,APPLE,11
242466,APPLE,2
2962893,APPLE,17
2929951,APPLE,1
2372244,APPLE,1
2921823,APPLE,7
2914339,APPLE,7
3368770,APPLE,7
2920079,APPLE,11
360434,APPLE,2
835404,APPLE,13
2925462,APPLE,7
485621,APPLE,2
2600363,APPLE,7
2608415,APPLE,1
2886908,APPLE,2
3422698,APPLE,17
3491867,APPLE,15
3003001,APPLE,3
1279018,APPLE,11
2917172,APPLE,7
2158419,APPLE,19
2903937,APPLE,12
3001520,APPLE,3
439206,APPLE,32
2600443,APPLE,7
2904539,APPLE,7
149388,APPLE,13
1826775,APPLE,6
2998854,APPLE,17
2913557,APPLE,7
444107,APPLE,17
2998390,APPLE,17
2584402,APPLE,15
2175661,APPLE,2
570575,APPLE,17
3218389,APPLE,1
583307,APPLE,17
3139854,APPLE,17
2118441,APPLE,28
3000484,APPLE,17
809667,APPLE,10
149488,APPLE,13
2962800,APPLE,1
3546663,APPLE,12
2917840,APPLE,1
2461870,APPLE,1
242477,APPLE,5
2874114,APPLE,2
3000830,APPLE,17
3003138,APPLE,17
2907811,APPLE,1
368824,APPLE,1
2995916,APPLE,3
2175220,APPLE,11
2997866,APPLE,17
293900,APPLE,19
258021,APPLE,4
2994837,APPLE,17
2917923,APPLE,1
2891957,APPLE,2
440402,APPLE,17
143179,APPLE,12
439215,APPLE,17
169358,APPLE,2
878600,APPLE,3
2901664,APPLE,7
2922801,APPLE,3
3369954,APPLE,10
3000752,APPLE,10
3001223,APPLE,1
3003563,APPLE,17
2112041,APPLE,17
3000553,APPLE,17
363849,APPLE,11
3001528,APPLE,3
2915382,APPLE,3
2657419,APPLE,3
2998265,APPLE,17
2995036,APPLE,17
2855012,APPLE,3
3002286,APPLE,10
444654,APPLE,2
2997769,APPLE,17
3367737,APPLE,12
3368088,APPLE,1
2913488,APPLE,2
2250702,APPLE,17
2657464,APPLE,3
3438899,APPLE,12
3139856,APPLE_ICLOUD,1
2457457,APPLE_ICLOUD,3
3084639,APPLE_ICLOUD,1
2901100,APPLE_ICLOUD,1
3005681,APPLE_ICLOUD,13
2901180,APPLE_ICLOUD,10
23227,APPLE_ICLOUD,4
2901083,APPLE_ICLOUD,1
3086829,APPLE_ICLOUD,10
2920552,APPLE_ICLOUD,6
735904,APPLE_ICLOUD,2
283461,APPLE_ICLOUD,17
138750,APPLE_ICLOUD,11
3428051,APPLE_ICLOUD,17
834768,APPLE_ICLOUD,17
1151099,APPLE_ICLOUD,1
2591246,APPLE_ICLOUD,2
141908,APPLE_ICLOUD,2
3237275,APPLE_ICLOUD,1
141462,APPLE_ICLOUD,2
442429,APPLE_ICLOUD,32
3133264,APPLE_ICLOUD,1
3084638,APPLE_ICLOUD,11
2538043,APPLE_ICLOUD,17
1278873,APPLE_ICLOUD,2
2901656,APPLE_ICLOUD,3
2904161,APPLE_ICLOUD,2
1430978,APPLE_ICLOUD,22
2998414,APPLE_ICLOUD,17
1999811,APPLE_ICLOUD,17
1574363,APPLE_ICLOUD,1
2012065,APPLE_ICLOUD,19
2915642,APPLE_ICLOUD,1
3365804,APPLE_ICLOUD,1
3237276,APPLE_ICLOUD,3
3005437,APPLE_ICLOUD,1
1158009,APPLE_ICLOUD,2
2901225,APPLE_ICLOUD,2
2645417,APPLE_ICLOUD,28
283504,APPLE_ICLOUD,17
2717801,APPLE_ICLOUD,2
2327579,APPLE_ICLOUD,2
2250349,APPLE_ICLOUD,4
283529,APPLE_ICLOUD,17
3301373,APPLE_ICLOUD,1
1363578,APPLE_ICLOUD,17
1261922,APPLE_ICLOUD,3
3363436,APPLE_ICLOUD,2
138770,APPLE_ICLOUD,2
6730,APPLE_ICLOUD,4
3363850,APPLE_ICLOUD,1
2645437,APPLE_ICLOUD,8
2865279,APPLE_ICLOUD,2
2922408,APPLE_ICLOUD,1
3237274,APPLE_ICLOUD,1
283519,APPLE_ICLOUD,17
3024848,APPLE_ICLOUD,1
3005436,APPLE_ICLOUD,1
2134240,APPLE_ICLOUD,17
1548923,APPLE_ICLOUD,3
2852070,APPLE_ICLOUD,3
735896,APPLE_ICLOUD,2
1152686,APPLE_ICLOUD,2
2864007,APPLE_ICLOUD,2
1999812,APPLE_ICLOUD,10
2922407,APPLE_ICLOUD,3
2886282,APPLE_ICLOUD,2
3005432,APPLE_ICLOUD,1
363415,APPLE_ICLOUD,4
735962,APPLE_ICLOUD,2
2331032,APPLE_ICLOUD,3
712280,APPLE_ICLOUD,17
2994973,APPLE_ICLOUD,1
3139841,APPLE_ICLOUD,1
2460169,APPLE_ICLOUD,3
3005640,APPLE_ICLOUD,1
2930121,APPLE_ICLOUD,11
439630,APPLE_ICLOUD,17
2457456,APPLE_ICLOUD,1
443998,APPLE_ICLOUD,17
1430979,APPLE_ICLOUD,9
3005431,APPLE_ICLOUD,17
3452871,APPLE_ICLOUD,17
357275,APPLE_ICLOUD,4
3452999,APPLE_ICLOUD,1
1363608,APPLE_ICLOUD,17
33488,APPLE_ICLOUD,3
141815,APPLE_ICLOUD,2
3426965,APPLE_ICLOUD,10
2371136,APPLE_ICLOUD,12
2790060,APPLE_ICLOUD,28
2802471,APPLE_ICLOUD,1
2901203,APPLE_ICLOUD,2
2250169,APPLE_ICLOUD,17
2901182,APPLE_ICLOUD,3
1158010,APPLE_ICLOUD,1
1152899,APPLE_ICLOUD,1
2901098,APPLE_ICLOUD,2
3000323,APPLE_ICLOUD,13
141728,APPLE_ICLOUD,2
2250739,APPLE_ITUNES,15
2250595,APPLE_ITUNES,17
2868856,APPLE_ITUNES,2
366938,APPLE_ITUNES,1
759293,APPLE_ITUNES,7
1826758,APPLE_ITUNES,18
1972237,APPLE_ITUNES,13
3363825,APPLE_ITUNES,1
2997198,APPLE_ITUNES,5
367015,APPLE_ITUNES,1
456399,APPLE_ITUNES,6
2994954,APPLE_ITUNES,1
2257234,APPLE_ITUNES,12
2173028,APPLE_ITUNES,15
2250412,APPLE_ITUNES,17
2175078,APPLE_ITUNES,2
2250888,APPLE_ITUNES,15
624466,APPLE_ITUNES,1
2902262,APPLE_ITUNES,1
1637732,APPLE_ITUNES,17
2250862,APPLE_ITUNES,15
456576,APPLE_ITUNES,6
3024805,APPLE_ITUNES,18
456396,APPLE_ITUNES,6
2995070,APPLE_ITUNES,17
3180218,APPLE_ITUNES,22
2854094,APPLE_ITUNES,3
3005503,APPLE_ITUNES,17
1826767,APPLE_ITUNES,6
501509,APPLE_ITUNES,11
2023702,APPLE_ITUNES,7
969136,APPLE_ITUNES,18
2907638,APPLE_ITUNES,3
2994952,APPLE_ITUNES,12
362395,APPLE_ITUNES,7
1018076,APPLE_ITUNES,1
2657442,APPLE_ITUNES,1
1922673,APPLE_ITUNES,2
31892,APPLE_ITUNES,2
360954,APPLE_ITUNES,1
2257195,APPLE_ITUNES,9
2874162,APPLE_ITUNES,2
969114,APPLE_ITUNES,8
713127,APPLE_ITUNES,6
1985824,APPLE_ITUNES,17
2257248,APPLE_ITUNES,5
713123,APPLE_ITUNES,6
2250803,APPLE_ITUNES,15
2916281,APPLE_ITUNES,2
503871,APPLE_ITUNES,1
318220,APPLE_ITUNES,10
2175028,APPLE_ITUNES,11
2854185,APPLE_ITUNES,3
583985,APPLE_ITUNES,16
1581310,APPLE_ITUNES,9
2886982,APPLE_ITUNES,15
2928785,APPLE_ITUNES,1
2175243,APPLE_ITUNES,3
2903442,APPLE_ITUNES,1
2250379,APPLE_ITUNES,17
2868703,APPLE_ITUNES,2
2250542,APPLE_ITUNES,17
1921272,APPLE_ITUNES,15
362394,APPLE_ITUNES,7
3070135,APPLE_ITUNES,15
2173059,APPLE_ITUNES,15
2173077,APPLE_ITUNES,2
2655050,APPLE_ITUNES,9
2868674,APPLE_ITUNES,7
1774402,APPLE_ITUNES,1
2250584,APPLE_ITUNES,17
2250467,APPLE_ITUNES,17
584092,APPLE_ITUNES,6
3000361,APPLE_ITUNES,17
811988,APPLE_ITUNES,13
550576,APPLE_ITUNES,12
2997808,APPLE_ITUNES,15
2250425,APPLE_ITUNES,17
72692,APPLE_ITUNES,11
620134,APPLE_ITUNES,11
2175045,APPLE_ITUNES,2
1775002,APPLE_ITUNES,7
2426999,APPLE_ITUNES,10
1110089,APPLE_ITUNES,16
2173978,APPLE_ITUNES,15
3005646,APPLE_ITUNES,17
2998899,APPLE_ITUNES,17
759663,APPLE_ITUNES,2
2655076,APPLE_ITUNES,12
2867612,APPLE_ITUNES,15
1778064,APPLE_ITUNES,26
2175060,APPLE_ITUNES,11
2918695,APPLE_ITUNES,1
1138929,APPLE_ITUNES,9
30437,APPLE_ITUNES,13
1090814,APPLE_ITUNES,12
503784,APPLE_ITUNES,1
456477,APPLE_ITUNES,18
1586318,APPLE_ITUNES,13
2175269,APPLE_ITUNES,12
3057919,CLOUDFLARE,15
1533055,CLOUDFLARE,2
1268172,CLOUDFLARE,10
1532183,CLOUDFLARE,15
2721938,CLOUDFLARE,1
2879338,CLOUDFLARE,1
3351830,CLOUDFLARE,5
1034302,CLOUDFLARE,16
1567073,CLOUDFLARE,2
354635,CLOUDFLARE,1
