index,label,cluster
3533904,AMAZON,4
365549,AMAZON,1
2923202,AMAZON,2
2956577,AMAZON,1
2431621,AMAZON,3
3240695,AMAZON,2
2920983,AMAZON,1
2587699,AMAZON,3
3013430,AMAZON,1
1406890,AMAZON,1
2693643,AMAZON,1
2904812,AMAZON,2
2573941,AMAZON,3
176382,AMAZON,1
3040082,AMAZON,1
2550120,AMAZON,3
119246,AMAZON,2
2075541,AMAZON,2
2309657,AMAZON,3
2061497,AMAZON,3
1772111,AMAZON,2
1440478,AMAZON,2
2195113,AMAZON,1
2066554,AMAZON,1
1869697,AMAZON,2
2205033,AMAZON,1
9436,AMAZON,1
623572,AMAZON,1
2432008,AMAZON,3
2070650,AMAZON,2
624119,AMAZON,1
2065908,AMAZON,3
1773022,AMAZON,1
2437202,AMAZON,3
1005576,AMAZON,1
2430277,AMAZON,3
2428270,AMAZON,3
589083,AMAZON,2
2549822,AMAZON,3
320570,AMAZON,1
2168755,AMAZON,1
1740953,AMAZON,2
67369,AMAZON,1
2425171,AMAZON,1
1936233,AMAZON,1
1780030,AMAZON,1
2160222,AMAZON,1
2060137,AMAZON,2
1920621,AMAZON,1
2434088,AMAZON,3
363898,AMAZON,3
3479916,AMAZON,1
2430070,AMAZON,1
2983867,AMAZON,1
2697656,AMAZON,3
1718217,AMAZON,1
3289383,AMAZON,2
2073208,AMAZON,1
484649,AMAZON,2
315417,AMAZON,1
2160224,AMAZON,1
2318350,AMAZON,1
2059681,AMAZON,2
2205695,AMAZON,3
2574573,AMAZON,3
2714644,AMAZON,1
2587637,AMAZON,3
2067191,AMAZON,1
2063631,AMAZON,2
2074148,AMAZON,3
3480013,AMAZON,2
3499561,AMAZON,3
1974791,AMAZON,1
2403370,AMAZON,3
1781966,AMAZON,1
2318044,AMAZON,3
2574531,AMAZON,3
2735355,AMAZON,1
2428802,AMAZON,3
3064610,AMAZON,1
2583605,AMAZON,3
2183614,AMAZON,1
172834,AMAZON,1
867265,AMAZON,3
2023930,AMAZON,2
312328,AMAZON,1
1763090,AMAZON,1
1561023,AMAZON,3
1399020,AMAZON,2
2159896,AMAZON,1
170171,AMAZON,3
2443930,AMAZON,1
2069605,AMAZON,1
1130642,AMAZON,1
3230612,AMAZON,3
1274068,AMAZON,1
2550620,AMAZON,3
1032755,AMAZON,1
2074561,AMAZON,1
2170889,AMAZON,1
2916180,APPLE,3
139053,APPLE,1
2657293,APPLE,2
2398240,APPLE,1
2915911,APPLE,1
363259,APPLE,1
2175213,APPLE,1
444714,APPLE,2
155890,APPLE,3
497545,APPLE,2
362795,APPLE,3
242466,APPLE,3
2962893,APPLE,1
2929951,APPLE,2
2372244,APPLE,2
2921823,APPLE,1
2914339,APPLE,1
3368770,APPLE,1
2920079,APPLE,1
360434,APPLE,1
835404,APPLE,1
2925462,APPLE,1
485621,APPLE,1
2600363,APPLE,1
2608415,APPLE,2
2886908,APPLE,3
3422698,APPLE,1
3491867,APPLE,3
3003001,APPLE,1
1279018,APPLE,3
2917172,APPLE,3
2158419,APPLE,1
2903937,APPLE,1
3001520,APPLE,3
439206,APPLE,1
2600443,APPLE,1
2904539,APPLE,1
149388,APPLE,1
1826775,APPLE,1
2998854,APPLE,2
2913557,APPLE,3
444107,APPLE,1
2998390,APPLE,1
2584402,APPLE,3
2175661,APPLE,1
570575,APPLE,1
3218389,APPLE,2
583307,APPLE,1
3139854,APPLE,1
2118441,APPLE,1
3000484,APPLE,3
809667,APPLE,1
149488,APPLE,1
2962800,APPLE,2
3546663,APPLE,1
2917840,APPLE,2
2461870,APPLE,2
242477,APPLE,3
2874114,APPLE,3
3000830,APPLE,1
3003138,APPLE,1
2907811,APPLE,2
368824,APPLE,2
2995916,APPLE,1
2175220,APPLE,3
2997866,APPLE,2
293900,APPLE,1
