index,label,cluster
3533904,AMAZON,8
365549,AMAZON,3
2923202,AMAZON,3
2956577,AMAZON,6
2431621,AMAZON,6
3240695,AMAZON,3
2920983,AMAZON,10
2587699,AMAZON,6
3013430,AMAZON,1
1406890,AMAZON,6
2693643,AMAZON,2
2904812,AMAZON,3
2573941,AMAZON,5
176382,AMAZON,1
3040082,AMAZON,3
2550120,AMAZON,6
119246,AMAZON,2
2075541,AMAZON,3
2309657,AMAZON,1
2061497,AMAZON,6
1772111,AMAZON,3
1440478,AMAZON,3
2195113,AMAZON,1
2066554,AMAZON,6
1869697,AMAZON,4
2205033,AMAZON,1
9436,AMAZON,3
623572,AMAZON,3
2432008,AMAZON,6
2070650,AMAZON,3
624119,AMAZON,1
2065908,AMAZON,6
1773022,AMAZON,5
2437202,AMAZON,6
1005576,AMAZON,1
2430277,AMAZON,6
2428270,AMAZON,6
589083,AMAZON,3
2549822,AMAZON,6
320570,AMAZON,2
2168755,AMAZON,6
1740953,AMAZON,1
67369,AMAZON,1
2425171,AMAZON,5
1936233,AMAZON,4
1780030,AMAZON,1
2160222,AMAZON,6
2060137,AMAZON,3
1920621,AMAZON,6
2434088,AMAZON,6
363898,AMAZON,6
3479916,AMAZON,3
2430070,AMAZON,5
2983867,AMAZON,1
2697656,AMAZON,6
1718217,AMAZON,1
3289383,AMAZON,4
2073208,AMAZON,6
484649,AMAZON,6
315417,AMAZON,1
2160224,AMAZON,6
2318350,AMAZON,1
2059681,AMAZON,3
2205695,AMAZON,1
2574573,AMAZON,5
2714644,AMAZON,3
2587637,AMAZON,6
2067191,AMAZON,6
2063631,AMAZON,3
2074148,AMAZON,6
3480013,AMAZON,2
3499561,AMAZON,1
1974791,AMAZON,6
2403370,AMAZON,6
1781966,AMAZON,2
2318044,AMAZON,5
2574531,AMAZON,6
2735355,AMAZON,2
2428802,AMAZON,6
3064610,AMAZON,2
2583605,AMAZON,6
2183614,AMAZON,1
172834,AMAZON,3
867265,AMAZON,2
2023930,AMAZON,3
312328,AMAZON,6
1763090,AMAZON,5
1561023,AMAZON,1
1399020,AMAZON,3
2159896,AMAZON,6
170171,AMAZON,7
2443930,AMAZON,2
2069605,AMAZON,6
1130642,AMAZON,1
3230612,AMAZON,1
1274068,AMAZON,6
2550620,AMAZON,6
1032755,AMAZON,5
2074561,AMAZON,6
2170889,AMAZON,2
2916180,APPLE,7
139053,APPLE,6
2657293,APPLE,3
2398240,APPLE,2
2915911,APPLE,5
363259,APPLE,5
2175213,APPLE,6
444714,APPLE,3
155890,APPLE,6
497545,APPLE,8
362795,APPLE,6
242466,APPLE,7
2962893,APPLE,1
2929951,APPLE,3
2372244,APPLE,3
2921823,APPLE,5
2914339,APPLE,5
3368770,APPLE,2
2920079,APPLE,2
360434,APPLE,1
835404,APPLE,7
2925462,APPLE,5
485621,APPLE,5
2600363,APPLE,5
2608415,APPLE,3
2886908,APPLE,4
3422698,APPLE,1
3491867,APPLE,7
3003001,APPLE,5
1279018,APPLE,6
2917172,APPLE,6
2158419,APPLE,2
2903937,APPLE,2
3001520,APPLE,3
439206,APPLE,1
2600443,APPLE,5
2904539,APPLE,5
149388,APPLE,10
1826775,APPLE,3
2998854,APPLE,6
2913557,APPLE,4
444107,APPLE,1
2998390,APPLE,1
2584402,APPLE,4
2175661,APPLE,6
570575,APPLE,1
3218389,APPLE,3
583307,APPLE,1
3139854,APPLE,1
2118441,APPLE,5
3000484,APPLE,1
809667,APPLE,3
149488,APPLE,10
2962800,APPLE,3
3546663,APPLE,11
2917840,APPLE,7
2461870,APPLE,3
242477,APPLE,7
2874114,APPLE,4
3000830,APPLE,1
3003138,APPLE,1
2907811,APPLE,3
368824,APPLE,3
2995916,APPLE,7
2175220,APPLE,5
2997866,APPLE,1
293900,APPLE,2
258021,APPLE,11
2994837,APPLE,1
2917923,APPLE,2
2891957,APPLE,5
440402,APPLE,1
143179,APPLE,1
439215,APPLE,1
169358,APPLE,5
878600,APPLE,1
2901664,APPLE,5
2922801,APPLE,9
3369954,APPLE,2
3000752,APPLE,2
3001223,APPLE,3
3003563,APPLE,1
2112041,APPLE,1
3000553,APPLE,5
363849,APPLE,5
3001528,APPLE,7
2915382,APPLE,9
2657419,APPLE,7
2998265,APPLE,1
2995036,APPLE,1
2855012,APPLE,1
3002286,APPLE,2
444654,APPLE,7
2997769,APPLE,1
3367737,APPLE,8
3368088,APPLE,3
2913488,APPLE,4
2250702,APPLE,1
2657464,APPLE,2
3438899,APPLE,6
3139856,APPLE_ICLOUD,3
2457457,APPLE_ICLOUD,1
3084639,APPLE_ICLOUD,7
2901100,APPLE_ICLOUD,3
3005681,APPLE_ICLOUD,10
2901180,APPLE_ICLOUD,1
23227,APPLE_ICLOUD,11
2901083,APPLE_ICLOUD,3
3086829,APPLE_ICLOUD,1
2920552,APPLE_ICLOUD,10
735904,APPLE_ICLOUD,4
283461,APPLE_ICLOUD,1
138750,APPLE_ICLOUD,4
3428051,APPLE_ICLOUD,1
834768,APPLE_ICLOUD,1
1151099,APPLE_ICLOUD,3
2591246,APPLE_ICLOUD,6
141908,APPLE_ICLOUD,4
3237275,APPLE_ICLOUD,3
141462,APPLE_ICLOUD,5
442429,APPLE_ICLOUD,1
3133264,APPLE_ICLOUD,3
3084638,APPLE_ICLOUD,5
2538043,APPLE_ICLOUD,1
1278873,APPLE_ICLOUD,6
2901656,APPLE_ICLOUD,1
2904161,APPLE_ICLOUD,2
1430978,APPLE_ICLOUD,5
2998414,APPLE_ICLOUD,1
1999811,APPLE_ICLOUD,1
1574363,APPLE_ICLOUD,3
2012065,APPLE_ICLOUD,2
2915642,APPLE_ICLOUD,7
3365804,APPLE_ICLOUD,3
3237276,APPLE_ICLOUD,1
3005437,APPLE_ICLOUD,3
1158009,APPLE_ICLOUD,4
2901225,APPLE_ICLOUD,5
2645417,APPLE_ICLOUD,1
283504,APPLE_ICLOUD,1
2717801,APPLE_ICLOUD,5
2327579,APPLE_ICLOUD,6
2250349,APPLE_ICLOUD,11
283529,APPLE_ICLOUD,1
3301373,APPLE_ICLOUD,3
1363578,APPLE_ICLOUD,1
1261922,APPLE_ICLOUD,1
3363436,APPLE_ICLOUD,4
138770,APPLE_ICLOUD,6
6730,APPLE_ICLOUD,11
3363850,APPLE_ICLOUD,3
2645437,APPLE_ICLOUD,4
2865279,APPLE_ICLOUD,1
2922408,APPLE_ICLOUD,3
3237274,APPLE_ICLOUD,5
283519,APPLE_ICLOUD,1
3024848,APPLE_ICLOUD,3
3005436,APPLE_ICLOUD,3
2134240,APPLE_ICLOUD,1
1548923,APPLE_ICLOUD,5
2852070,APPLE_ICLOUD,5
735896,APPLE_ICLOUD,4
1152686,APPLE_ICLOUD,4
2864007,APPLE_ICLOUD,1
1999812,APPLE_ICLOUD,3
2922407,APPLE_ICLOUD,1
2886282,APPLE_ICLOUD,6
3005432,APPLE_ICLOUD,3
363415,APPLE_ICLOUD,2
735962,APPLE_ICLOUD,4
2331032,APPLE_ICLOUD,1
712280,APPLE_ICLOUD,1
2994973,APPLE_ICLOUD,3
3139841,APPLE_ICLOUD,3
2460169,APPLE_ICLOUD,5
3005640,APPLE_ICLOUD,3
2930121,APPLE_ICLOUD,6
439630,APPLE_ICLOUD,1
2457456,APPLE_ICLOUD,2
443998,APPLE_ICLOUD,1
1430979,APPLE_ICLOUD,3
3005431,APPLE_ICLOUD,6
3452871,APPLE_ICLOUD,1
357275,APPLE_ICLOUD,7
3452999,APPLE_ICLOUD,3
1363608,APPLE_ICLOUD,1
33488,APPLE_ICLOUD,1
141815,APPLE_ICLOUD,5
3426965,APPLE_ICLOUD,3
2371136,APPLE_ICLOUD,11
2790060,APPLE_ICLOUD,1
2802471,APPLE_ICLOUD,3
2901203,APPLE_ICLOUD,1
2250169,APPLE_ICLOUD,1
2901182,APPLE_ICLOUD,6
1158010,APPLE_ICLOUD,3
1152899,APPLE_ICLOUD,3
2901098,APPLE_ICLOUD,5
3000323,APPLE_ICLOUD,10
141728,APPLE_ICLOUD,4
2250739,APPLE_ITUNES,7
2250595,APPLE_ITUNES,1
2868856,APPLE_ITUNES,4
366938,APPLE_ITUNES,2
759293,APPLE_ITUNES,4
1826758,APPLE_ITUNES,4
1972237,APPLE_ITUNES,7
3363825,APPLE_ITUNES,3
2997198,APPLE_ITUNES,1
367015,APPLE_ITUNES,3
456399,APPLE_ITUNES,3
2994954,APPLE_ITUNES,3
2257234,APPLE_ITUNES,2
2173028,APPLE_ITUNES,7
2250412,APPLE_ITUNES,1
2175078,APPLE_ITUNES,6
2250888,APPLE_ITUNES,7
624466,APPLE_ITUNES,3
2902262,APPLE_ITUNES,2
1637732,APPLE_ITUNES,1
2250862,APPLE_ITUNES,7
456576,APPLE_ITUNES,3
3024805,APPLE_ITUNES,4
456396,APPLE_ITUNES,3
2995070,APPLE_ITUNES,1
3180218,APPLE_ITUNES,8
2854094,APPLE_ITUNES,9
